Source,Rate category,Updated Parish,Month,Sum of Budget
Postpaid,RT40,St. Catherine,46082,50402.4
Postpaid,RT40,St. Catherine,46023,140299.2
Postpaid,RT40,St. Catherine,46054,140079.6
Postpaid,RT40,St. Catherine,46082,160938
Postpaid,RT40,St. Catherine,46023,75647.6
Postpaid,RT40,St. Catherine,46054,76092.4
Postpaid,RT40,St. Catherine,46082,83372.4
Postpaid,RT40,St. Catherine,46023,84908.8
Postpaid,RT40,St. Catherine,46054,78008.8
Postpaid,RT40,St. Catherine,46082,86704.8
Postpaid,RT40,St. Catherine,46023,188296
Postpaid,RT40,St. Catherine,46054,172677.6
Postpaid,RT40,St. Catherine,46082,192496
Postpaid,RT40,St. Catherine,46023,35508
Postpaid,RT40,St. Catherine,46054,33002.4
Postpaid,RT40,St. Catherine,46082,41852
Postpaid,RT40,St. Catherine,46023,19840.4
Postpaid,RT40,St. Catherine,46054,17660.8
Postpaid,RT40,St. Catherine,46082,23502.8
Postpaid,RT40,St. Catherine,46023,36674.8
Postpaid,RT40,St. Catherine,46054,29076.4
Postpaid,RT40,St. Catherine,46082,36218.4
Postpaid,RT40,St. Catherine,46023,6800.4
Postpaid,RT40,St. Catherine,46054,9941.6
Postpaid,RT40,St. Catherine,46082,14258
Postpaid,RT40,St. Catherine,46023,23676.4
Postpaid,RT40,St. Catherine,46054,30455.6
Postpaid,RT40,St. Catherine,46082,39370.8
Postpaid,RT40,St. Catherine,46023,15108.81
Postpaid,RT40,St. Catherine,46054,14571.42
Postpaid,RT40,St. Catherine,46082,15614.2
Postpaid,RT40,St. Catherine,46023,37715.2
Postpaid,RT40,St. Catherine,46054,34852
Postpaid,RT40,St. Catherine,46082,38198.4
Postpaid,RT40,St. Catherine,46023,9097.6
Postpaid,RT40,St. Catherine,46054,10430.4
Postpaid,RT40,St. Catherine,46082,11548
Postpaid,RT40,Clarendon,46023,39540.4
Postpaid,RT40,Clarendon,46054,37232
Postpaid,RT40,Clarendon,46082,40476.8
Postpaid,RT40,Clarendon,46023,61609.6
Postpaid,RT40,Clarendon,46054,57356.8
Postpaid,RT40,Clarendon,46082,62931.2
Postpaid,RT40,St. James,46023,83362.4
Postpaid,RT40,St. James,46054,0
Postpaid,RT40,St. James,46082,19016
Postpaid,RT40,Trelawny,46023,47131.2
Postpaid,RT40,Trelawny,46054,53280
Postpaid,RT40,Trelawny,46082,65598.4
Postpaid,RT40,Trelawny,46023,16194
Postpaid,RT40,Trelawny,46054,38.4
Postpaid,RT40,Trelawny,46082,45.6
Postpaid,RT40,Trelawny,46023,11100
Postpaid,RT40,Trelawny,46054,9379.2
Postpaid,RT40,Trelawny,46082,10761.6
Postpaid,RT40,Trelawny,46023,14531.2
Postpaid,RT40,Trelawny,46054,11682.8
Postpaid,RT40,Trelawny,46082,14217.2
Postpaid,RT40,Trelawny,46023,13988.4
Postpaid,RT40,Trelawny,46054,13031.2
Postpaid,RT40,Trelawny,46082,43959.2
Postpaid,RT40,Trelawny,46023,88372.8
Postpaid,RT40,Trelawny,46054,41126.4
Postpaid,RT40,Trelawny,46082,67757.6
Postpaid,RT40,Trelawny,46023,25147.98
Postpaid,RT40,Trelawny,46054,11857.28
Postpaid,RT40,Trelawny,46082,29074.16
Postpaid,RT40,St. James,46023,584736
Postpaid,RT40,St. James,46054,460800
Postpaid,RT40,St. James,46082,516816
Postpaid,RT40,Trelawny,46023,405964
Postpaid,RT40,Trelawny,46054,390116
Postpaid,RT40,Trelawny,46082,431492
Postpaid,RT40,St. Mary,46023,241464
Postpaid,RT40,St. Mary,46054,227438.4
Postpaid,RT40,St. Mary,46082,256142.4
Postpaid,RT40,Manchester,46023,246535.2
Postpaid,RT40,Manchester,46054,238420.8
Postpaid,RT40,Manchester,46082,271166.4
Postpaid,RT40,Clarendon,46023,151118.4
Postpaid,RT40,Clarendon,46054,93704
Postpaid,RT40,Clarendon,46082,155924.8
Postpaid,RT40,St. Elizabeth,46023,603672
Postpaid,RT40,St. Elizabeth,46054,558028.8
Postpaid,RT40,St. Elizabeth,46082,634588.8
Postpaid,RT40,St. Elizabeth,46023,95695.2
Postpaid,RT40,St. Elizabeth,46054,82130.4
Postpaid,RT40,St. Elizabeth,46082,92664
Postpaid,RT40,St. Elizabeth,46023,148542.4
Postpaid,RT40,St. Elizabeth,46054,131702.4
Postpaid,RT40,St. Elizabeth,46082,145030.4
Postpaid,RT40,St. Catherine,46023,25166.4
Postpaid,RT40,St. Catherine,46054,24843.6
Postpaid,RT40,St. Catherine,46082,25383.6
Postpaid,RT40,Portmore,46023,5656.8
Postpaid,RT40,Portmore,46054,8503.2
Postpaid,RT40,Portmore,46082,4583.2
Postpaid,RT40,Portmore,46023,604.41
Postpaid,RT40,Portmore,46054,290.36
Postpaid,RT40,Portmore,46082,322.55
Postpaid,RT40,St. Elizabeth,46023,7525.6
Postpaid,RT40,St. Elizabeth,46054,5303.2
Postpaid,RT40,St. Elizabeth,46082,3094.4
Postpaid,RT40,St. Elizabeth,46023,0
Postpaid,RT40,St. Elizabeth,46054,0
Postpaid,RT40,St. Elizabeth,46082,5.74
Postpaid,RT40,St. Elizabeth,46023,0
Postpaid,RT40,St. Elizabeth,46054,0
Postpaid,RT40,St. Elizabeth,46082,15336.7
Postpaid,RT40,St. Elizabeth,46023,3389.26
Postpaid,RT40,St. Elizabeth,46054,13507.68
Postpaid,RT40,St. Elizabeth,46082,16377.7
Postpaid,RT40,Portmore,46023,18854.4
Postpaid,RT40,Portmore,46054,20450.4
Postpaid,RT40,Portmore,46082,16362
Postpaid,RT40,St. James,46023,0
Postpaid,RT40,St. James,46054,16.16
Postpaid,RT40,St. James,46082,299.29
Postpaid,RT40,St. Mary,46023,32249.6
Postpaid,RT40,St. Mary,46054,29892.4
Postpaid,RT40,St. Mary,46082,33376.8
Postpaid,RT40,St. James,46023,83452
Postpaid,RT40,St. James,46054,74629.6
Postpaid,RT40,St. James,46082,86459.2
Postpaid,RT40,St. Elizabeth,46023,70838.4
Postpaid,RT40,St. Elizabeth,46054,64801.6
Postpaid,RT40,St. Elizabeth,46082,71540.8
Postpaid,RT40,Westmoreland,46023,0
Postpaid,RT40,Westmoreland,46054,0
Postpaid,RT40,Westmoreland,46082,0
Postpaid,RT40,KSAN,46023,1107.24
Postpaid,RT40,KSAN,46054,1053.46
Postpaid,RT40,KSAN,46082,1397.22
Postpaid,RT40,St. Thomas,46023,4555.35
Postpaid,RT40,St. Thomas,46054,4532.85
Postpaid,RT40,St. Thomas,46082,6030.24
Postpaid,RT40,St. Thomas,46023,31209.6
Postpaid,RT40,St. Thomas,46054,28676
Postpaid,RT40,St. Thomas,46082,32293.6
Postpaid,RT40,KSAN,46023,5921.79
Postpaid,RT40,KSAN,46054,6036.29
Postpaid,RT40,KSAN,46082,7295.23
Postpaid,RT40,Trelawny,46023,548.8
Postpaid,RT40,Trelawny,46054,531.2
Postpaid,RT40,Trelawny,46082,542.4
Postpaid,RT40,St. James,46023,0
Postpaid,RT40,St. James,46054,4
Postpaid,RT40,St. James,46082,142.4
Postpaid,RT40,Westmoreland,46023,0
Postpaid,RT40,Westmoreland,46054,0
Postpaid,RT40,Westmoreland,46082,0
Postpaid,RT40,Manchester,46023,3758.4
Postpaid,RT40,Manchester,46054,3223.2
Postpaid,RT40,Manchester,46082,3869.2
Postpaid,RT40,St. Catherine,46023,215.6
Postpaid,RT40,St. Catherine,46054,168.4
Postpaid,RT40,St. Catherine,46082,186.8
Postpaid,RT40,Clarendon,46023,24485.37
Postpaid,RT40,Clarendon,46054,18345.99
Postpaid,RT40,Clarendon,46082,28623.33
Postpaid,RT40,Clarendon,46023,6011.6
Postpaid,RT40,Clarendon,46054,5317.2
Postpaid,RT40,Clarendon,46082,6310
Postpaid,RT40,St. Catherine,46023,13806.77
Postpaid,RT40,St. Catherine,46054,11266.18
Postpaid,RT40,St. Catherine,46082,12799.77
Postpaid,RT40,Clarendon,46023,30713.6
Postpaid,RT40,Clarendon,46054,26787.2
Postpaid,RT40,Clarendon,46082,28465.6
Postpaid,RT40,St. Catherine,46023,28694.8
Postpaid,RT40,St. Catherine,46054,10164.8
Postpaid,RT40,St. Catherine,46082,388.8
Postpaid,RT40,St. Thomas,46023,7307.6
Postpaid,RT40,St. Thomas,46054,8354.4
Postpaid,RT40,St. Thomas,46082,6740
Postpaid,RT40,St. Thomas,46023,15901.6
Postpaid,RT40,St. Thomas,46054,14312.8
Postpaid,RT40,St. Thomas,46082,16120
Postpaid,RT40,KSAS,46023,10033.2
Postpaid,RT40,KSAS,46054,8538
Postpaid,RT40,KSAS,46082,10021.2
Postpaid,RT40,KSAN,46023,2058.26
Postpaid,RT40,KSAN,46054,1924.51
Postpaid,RT40,KSAN,46082,2191.65
Postpaid,RT40,St. Elizabeth,46023,146606.4
Postpaid,RT40,St. Elizabeth,46054,154171.2
Postpaid,RT40,St. Elizabeth,46082,174926.4
Postpaid,RT40,Trelawny,46023,8088
Postpaid,RT40,Trelawny,46054,7328.4
Postpaid,RT40,Trelawny,46082,0
Postpaid,RT40,St. James,46023,2352.59
Postpaid,RT40,St. James,46054,2426.62
Postpaid,RT40,St. James,46082,2390
Postpaid,RT40,St. Mary,46023,13149.78
Postpaid,RT40,St. Mary,46054,15066.38
Postpaid,RT40,St. Mary,46082,18570.63
Postpaid,RT40,St. James,46023,5096.12
Postpaid,RT40,St. James,46054,3766.92
Postpaid,RT40,St. James,46082,4163.22
Postpaid,RT40,St. Mary,46023,17630.4
Postpaid,RT40,St. Mary,46054,15924.8
Postpaid,RT40,St. Mary,46082,17630.4
Postpaid,RT40,St. James,46023,0
Postpaid,RT40,St. James,46054,0
Postpaid,RT40,St. James,46082,0
Postpaid,RT40,St. James,46023,46136
Postpaid,RT40,St. James,46054,42028.8
Postpaid,RT40,St. James,46082,48303.2
Postpaid,RT40,St. James,46023,32384
Postpaid,RT40,St. James,46054,41825.6
Postpaid,RT40,St. James,46082,42443.2
Postpaid,RT40,St. James,46023,31686
Postpaid,RT40,St. James,46054,39119.6
Postpaid,RT40,St. James,46082,38367.2
Postpaid,RT40,St. James,46023,0
Postpaid,RT40,St. James,46054,0
Postpaid,RT40,St. James,46082,0
Postpaid,RT40,Hanover,46023,10398.4
Postpaid,RT40,Hanover,46054,14262.8
Postpaid,RT40,Hanover,46082,9336
Postpaid,RT40,St. James,46023,9592.8
Postpaid,RT40,St. James,46054,8664.4
Postpaid,RT40,St. James,46082,0
Postpaid,RT40,St. Mary,46023,10762.8
Postpaid,RT40,St. Mary,46054,9148
Postpaid,RT40,St. Mary,46082,8282.4
Postpaid,RT40,St. Mary,46023,14237.13
Postpaid,RT40,St. Mary,46054,10970.81
Postpaid,RT40,St. Mary,46082,14253.93
Postpaid,RT40,Hanover,46023,24196.4
Postpaid,RT40,Hanover,46054,19323.6
Postpaid,RT40,Hanover,46082,23924
Postpaid,RT40,St. Mary,46023,13856.54
Postpaid,RT40,St. Mary,46054,13263.55
Postpaid,RT40,St. Mary,46082,14268.42
Postpaid,RT40,St. Catherine,46023,9159.11
Postpaid,RT40,St. Catherine,46054,9149.32
Postpaid,RT40,St. Catherine,46082,9366.47
Postpaid,RT40,KSAS,46023,97042.8
Postpaid,RT40,KSAS,46054,86622
Postpaid,RT40,KSAS,46082,95492.4
Postpaid,RT40,St. James,46023,169812
Postpaid,RT40,St. James,46054,121254
Postpaid,RT40,St. James,46082,178256.4
Postpaid,RT40,Portmore,46023,26159.71
Postpaid,RT40,Portmore,46054,23079.93
Postpaid,RT40,Portmore,46082,25449.34
Postpaid,RT40,Hanover,46023,29314.83
Postpaid,RT40,Hanover,46054,23443.04
Postpaid,RT40,Hanover,46082,25751.72
Postpaid,RT40,St. Catherine,46023,32174.4
Postpaid,RT40,St. Catherine,46054,45546.4
Postpaid,RT40,St. Catherine,46082,54072
Postpaid,RT40,Westmoreland,46023,0
Postpaid,RT40,Westmoreland,46054,16056
Postpaid,RT40,Westmoreland,46082,28360.8
Postpaid,RT40,Westmoreland,46023,2659.72
Postpaid,RT40,Westmoreland,46054,2157.9
Postpaid,RT40,Westmoreland,46082,2982.99
Postpaid,RT40,Clarendon,46023,75801.6
Postpaid,RT40,Clarendon,46054,70623.2
Postpaid,RT40,Clarendon,46082,77780
Postpaid,RT40,St. Ann,46023,19552.8
Postpaid,RT40,St. Ann,46054,19003.2
Postpaid,RT40,St. Ann,46082,22152
Postpaid,RT40,St. Ann,46023,50664
Postpaid,RT40,St. Ann,46054,49476.8
Postpaid,RT40,St. Ann,46082,59505.6
Postpaid,RT40,St. James,46023,406.32
Postpaid,RT40,St. James,46054,3702.14
Postpaid,RT40,St. James,46082,2727.91
Postpaid,RT40,St. James,46023,27790.8
Postpaid,RT40,St. James,46054,27898.8
Postpaid,RT40,St. James,46082,32168.4
Postpaid,RT40,St. Thomas,46023,52208
Postpaid,RT40,St. Thomas,46054,45534.4
Postpaid,RT40,St. Thomas,46082,50568
Postpaid,RT40,Clarendon,46023,4376.4
Postpaid,RT40,Clarendon,46054,995.6
Postpaid,RT40,Clarendon,46082,44.8
Postpaid,RT40,Clarendon,46023,2772
Postpaid,RT40,Clarendon,46054,2139.6
Postpaid,RT40,Clarendon,46082,2364
Postpaid,RT40,KSAN,46023,18749.6
Postpaid,RT40,KSAN,46054,11864
Postpaid,RT40,KSAN,46082,273.2
Postpaid,RT40,St. Mary,46023,17121.8
Postpaid,RT40,St. Mary,46054,16880.55
Postpaid,RT40,St. Mary,46082,13329.4
Postpaid,RT40,St. James,46023,5816.94
Postpaid,RT40,St. James,46054,3475.93
Postpaid,RT40,St. James,46082,3178.62
Postpaid,RT40,St. Ann,46023,80840.8
Postpaid,RT40,St. Ann,46054,74254.4
Postpaid,RT40,St. Ann,46082,79392.8
Postpaid,RT40,Clarendon,46023,35130
Postpaid,RT40,Clarendon,46054,32655.6
Postpaid,RT40,Clarendon,46082,35944.4
Postpaid,RT40,St. Ann,46023,29343.39
Postpaid,RT40,St. Ann,46054,31912.19
Postpaid,RT40,St. Ann,46082,33409.99
Postpaid,RT40,St. James,46023,0
Postpaid,RT40,St. James,46054,29042
Postpaid,RT40,St. James,46082,68825.6
Postpaid,RT40,St. James,46023,40980.4
Postpaid,RT40,St. James,46054,40031.2
Postpaid,RT40,St. James,46082,33872
Postpaid,RT40,KSAN,46023,7340.4
Postpaid,RT40,KSAN,46054,7134.8
Postpaid,RT40,KSAN,46082,3577.2
Postpaid,RT40,Westmoreland,46023,0
Postpaid,RT40,Westmoreland,46054,0
Postpaid,RT40,Westmoreland,46082,26423.2
Postpaid,RT40,Hanover,46023,338292
Postpaid,RT40,Hanover,46054,298188
Postpaid,RT40,Hanover,46082,353208
Postpaid,RT40,Westmoreland,46023,0
Postpaid,RT40,Westmoreland,46054,0
Postpaid,RT40,Westmoreland,46082,0
Postpaid,RT40,Westmoreland,46023,9720
Postpaid,RT40,Westmoreland,46054,56760
Postpaid,RT40,Westmoreland,46082,74659.2
Postpaid,RT40,Westmoreland,46023,0
Postpaid,RT40,Westmoreland,46054,0
Postpaid,RT40,Westmoreland,46082,0
Postpaid,RT40,St. Catherine,46023,24158.8
Postpaid,RT40,St. Catherine,46054,22147.6
Postpaid,RT40,St. Catherine,46082,25760
Postpaid,RT40,St. Catherine,46023,41164.8
Postpaid,RT40,St. Catherine,46054,41024.4
Postpaid,RT40,St. Catherine,46082,47225.6
Postpaid,RT40,St. Catherine,46023,17389.2
Postpaid,RT40,St. Catherine,46054,20924.4
Postpaid,RT40,St. Catherine,46082,27832.4
Postpaid,RT40,Clarendon,46023,14375.42
Postpaid,RT40,Clarendon,46054,9775.43
Postpaid,RT40,Clarendon,46082,10601.37
Postpaid,RT40,KSAS,46023,216.8
Postpaid,RT40,KSAS,46054,200.8
Postpaid,RT40,KSAS,46082,248.8
Postpaid,RT40,KSAN,46023,2190.57
Postpaid,RT40,KSAN,46054,1365.88
Postpaid,RT40,KSAN,46082,1548.36
Postpaid,RT40,KSAN,46023,29108
Postpaid,RT40,KSAN,46054,22681.6
Postpaid,RT40,KSAN,46082,24849.6
Postpaid,RT40,KSAN,46023,1207.57
Postpaid,RT40,KSAN,46054,1132.22
Postpaid,RT40,KSAN,46082,1399.44
Postpaid,RT40,KSAN,46023,17342.4
Postpaid,RT40,KSAN,46054,14955.2
Postpaid,RT40,KSAN,46082,15620.8
Postpaid,RT40,St. Catherine,46023,5206.42
Postpaid,RT40,St. Catherine,46054,6581.94
Postpaid,RT40,St. Catherine,46082,4534.07
Postpaid,RT40,Hanover,46023,11320.76
Postpaid,RT40,Hanover,46054,7327.79
Postpaid,RT40,Hanover,46082,11558.51
Postpaid,RT40,St. Catherine,46023,11605.2
Postpaid,RT40,St. Catherine,46054,9876
Postpaid,RT40,St. Catherine,46082,10658
Postpaid,RT40,St. James,46023,13562.67
Postpaid,RT40,St. James,46054,11668.17
Postpaid,RT40,St. James,46082,14163.73
Postpaid,RT40,KSAN,46023,407.79
Postpaid,RT40,KSAN,46054,382.06
Postpaid,RT40,KSAN,46082,445.47
Postpaid,RT40,Hanover,46023,4277.6
Postpaid,RT40,Hanover,46054,5878
Postpaid,RT40,Hanover,46082,3117.2
Postpaid,RT40,Westmoreland,46023,0
Postpaid,RT40,Westmoreland,46054,0
Postpaid,RT40,Westmoreland,46082,0
Postpaid,RT40,St. James,46023,18792.1
Postpaid,RT40,St. James,46054,15288.4
Postpaid,RT40,St. James,46082,25580.25
Postpaid,RT40,Clarendon,46023,10840.68
Postpaid,RT40,Clarendon,46054,10392.49
Postpaid,RT40,Clarendon,46082,10889.67
Postpaid,RT40,St. Elizabeth,46023,0
Postpaid,RT40,St. Elizabeth,46054,0
Postpaid,RT40,St. Elizabeth,46082,0.84
Postpaid,RT40,St. Mary,46023,30738
Postpaid,RT40,St. Mary,46054,36237.6
Postpaid,RT40,St. Mary,46082,35568
Postpaid,RT40,St. Thomas,46023,73637.2
Postpaid,RT40,St. Thomas,46054,70702.4
Postpaid,RT40,St. Thomas,46082,79340
Postpaid,RT40,Clarendon,46023,57437.2
Postpaid,RT40,Clarendon,46054,54783.2
Postpaid,RT40,Clarendon,46082,67438
Postpaid,RT40,St. Catherine,46023,74901.6
Postpaid,RT40,St. Catherine,46054,67176.8
Postpaid,RT40,St. Catherine,46082,74891.2
Postpaid,RT40,Clarendon,46023,40444
Postpaid,RT40,Clarendon,46054,15911.2
Postpaid,RT40,Clarendon,46082,20778.4
Postpaid,RT40,St. Catherine,46023,14856.8
Postpaid,RT40,St. Catherine,46054,2285.6
Postpaid,RT40,St. Catherine,46082,50284
Postpaid,RT40,St. Catherine,46023,46401.6
Postpaid,RT40,St. Catherine,46054,41740.8
Postpaid,RT40,St. Catherine,46082,45670
Postpaid,RT40,St. Catherine,46023,5581.2
Postpaid,RT40,St. Catherine,46054,4618
Postpaid,RT40,St. Catherine,46082,5822.8
Postpaid,RT40,Manchester,46023,72980
Postpaid,RT40,Manchester,46054,87119.2
Postpaid,RT40,Manchester,46082,102190.4
Postpaid,RT40,St. James,46023,29.2
Postpaid,RT40,St. James,46054,2583.6
Postpaid,RT40,St. James,46082,22320
Postpaid,RT40,St. Catherine,46023,17652.8
Postpaid,RT40,St. Catherine,46054,28596.8
Postpaid,RT40,St. Catherine,46082,32999.2
Postpaid,RT40,St. Mary,46023,15286.71
Postpaid,RT40,St. Mary,46054,15085.69
Postpaid,RT40,St. Mary,46082,14737.52
Postpaid,RT40,St. Catherine,46023,0
Postpaid,RT40,St. Catherine,46054,0
Postpaid,RT40,St. Catherine,46082,0
Postpaid,RT40,St. Elizabeth,46023,0
Postpaid,RT40,St. Elizabeth,46054,17146.8
Postpaid,RT40,St. Elizabeth,46082,32917.2
Postpaid,RT40,St. Thomas,46023,11796.12
Postpaid,RT40,St. Thomas,46054,10947.63
Postpaid,RT40,St. Thomas,46082,12106.33
Postpaid,RT40,St. Catherine,46023,34373.6
Postpaid,RT40,St. Catherine,46054,45298.4
Postpaid,RT40,St. Catherine,46082,53424
Postpaid,RT40,St. Catherine,46023,1444.8
Postpaid,RT40,St. Catherine,46054,1348
Postpaid,RT40,St. Catherine,46082,1189.2
Postpaid,RT40,St. Catherine,46023,118755.6
Postpaid,RT40,St. Catherine,46054,110079.6
Postpaid,RT40,St. Catherine,46082,121929.6
Postpaid,RT40,St. Catherine,46023,83900.4
Postpaid,RT40,St. Catherine,46054,43941.6
Postpaid,RT40,St. Catherine,46082,48309.6
Postpaid,RT40,St. Catherine,46023,7050.4
Postpaid,RT40,St. Catherine,46054,5648.8
Postpaid,RT40,St. Catherine,46082,6896.8
Postpaid,RT40,St. Elizabeth,46023,0
Postpaid,RT40,St. Elizabeth,46054,9624.8
Postpaid,RT40,St. Elizabeth,46082,39587.2
Postpaid,RT40,St. Catherine,46023,39054.8
Postpaid,RT40,St. Catherine,46054,36121.6
Postpaid,RT40,St. Catherine,46082,39773.2
Postpaid,RT40,St. Catherine,46023,78301.2
Postpaid,RT40,St. Catherine,46054,76228.4
Postpaid,RT40,St. Catherine,46082,46941.2
Postpaid,RT40,St. Catherine,46023,31740.08
Postpaid,RT40,St. Catherine,46054,28818.31
Postpaid,RT40,St. Catherine,46082,18069.52
Postpaid,RT40,KSAN,46023,151753.6
Postpaid,RT40,KSAN,46054,138691.2
Postpaid,RT40,KSAN,46082,106563.2
Postpaid,RT40,Clarendon,46023,110862.4
Postpaid,RT40,Clarendon,46054,105343.2
Postpaid,RT40,Clarendon,46082,113071.2
Postpaid,RT40,Trelawny,46023,332704
Postpaid,RT40,Trelawny,46054,313700
Postpaid,RT40,Trelawny,46082,379748
Postpaid,RT40,KSAS,46023,1093.2
Postpaid,RT40,KSAS,46054,748.8
Postpaid,RT40,KSAS,46082,1426
Postpaid,RT40,KSAN,46023,14033.05
Postpaid,RT40,KSAN,46054,12827.19
Postpaid,RT40,KSAN,46082,14543.87
Postpaid,RT40,St. James,46023,32605.6
Postpaid,RT40,St. James,46054,22991.2
Postpaid,RT40,St. James,46082,10834.8
Postpaid,RT40,KSAS,46023,13304.67
Postpaid,RT40,KSAS,46054,12817.95
Postpaid,RT40,KSAS,46082,13725.44
Postpaid,RT40,KSAN,46023,27519.6
Postpaid,RT40,KSAN,46054,24183.6
Postpaid,RT40,KSAN,46082,27416.4
Postpaid,RT40,KSAN,46023,8722.8
Postpaid,RT40,KSAN,46054,7287.6
Postpaid,RT40,KSAN,46082,9786
Postpaid,RT40,KSAN,46023,29529.2
Postpaid,RT40,KSAN,46054,26426.8
Postpaid,RT40,KSAN,46082,31603.6
Postpaid,RT40,St. Ann,46023,26612.4
Postpaid,RT40,St. Ann,46054,24271.2
Postpaid,RT40,St. Ann,46082,27247.2
Postpaid,RT40,Manchester,46023,42752.8
Postpaid,RT40,Manchester,46054,38762.4
Postpaid,RT40,Manchester,46082,43448.8
Postpaid,RT40,KSAS,46023,30838.4
Postpaid,RT40,KSAS,46054,25519.2
Postpaid,RT40,KSAS,46082,30371.2
Postpaid,RT40,KSAS,46023,30974.4
Postpaid,RT40,KSAS,46054,28550.4
Postpaid,RT40,KSAS,46082,33216
Postpaid,RT40,KSAN,46023,35788.8
Postpaid,RT40,KSAN,46054,33102
Postpaid,RT40,KSAN,46082,37513.2
Postpaid,RT40,Portmore,46023,38173.6
Postpaid,RT40,Portmore,46054,35298.4
Postpaid,RT40,Portmore,46082,40453.6
Postpaid,RT40,KSAN,46023,41016
Postpaid,RT40,KSAN,46054,37048
Postpaid,RT40,KSAN,46082,37431.2
Postpaid,RT40,KSAN,46023,23802.8
Postpaid,RT40,KSAN,46054,22009.2
Postpaid,RT40,KSAN,46082,24255.6
Postpaid,RT40,St. Catherine,46023,42372
Postpaid,RT40,St. Catherine,46054,37570.4
Postpaid,RT40,St. Catherine,46082,41928.8
Postpaid,RT40,St. Catherine,46023,26200.8
Postpaid,RT40,St. Catherine,46054,23491.2
Postpaid,RT40,St. Catherine,46082,26880
Postpaid,RT40,KSAN,46023,35401.2
Postpaid,RT40,KSAN,46054,32394
Postpaid,RT40,KSAN,46082,36391.2
Postpaid,RT40,Westmoreland,46023,39033.6
Postpaid,RT40,Westmoreland,46054,36676.8
Postpaid,RT40,Westmoreland,46082,42949.6
Postpaid,RT40,St. James,46023,27484.8
Postpaid,RT40,St. James,46054,24118.4
Postpaid,RT40,St. James,46082,29920.8
Postpaid,RT40,KSAS,46023,29732.8
Postpaid,RT40,KSAS,46054,29964
Postpaid,RT40,KSAS,46082,34007.2
Postpaid,RT40,Clarendon,46023,30693.6
Postpaid,RT40,Clarendon,46054,28143.6
Postpaid,RT40,Clarendon,46082,31815.6
Postpaid,RT40,St. Elizabeth,46023,23437.2
Postpaid,RT40,St. Elizabeth,46054,20911.2
Postpaid,RT40,St. Elizabeth,46082,26661.6
Postpaid,RT40,St. Ann,46023,33214.4
Postpaid,RT40,St. Ann,46054,27995.2
Postpaid,RT40,St. Ann,46082,34833.6
Postpaid,RT40,Manchester,46023,26477.6
Postpaid,RT40,Manchester,46054,21671.2
Postpaid,RT40,Manchester,46082,25518.4
Postpaid,RT40,St. Elizabeth,46023,535.2
Postpaid,RT40,St. Elizabeth,46054,13197.2
Postpaid,RT40,St. Elizabeth,46082,34404.4
Postpaid,RT40,St. Thomas,46023,39893.6
Postpaid,RT40,St. Thomas,46054,29440
Postpaid,RT40,St. Thomas,46082,17388
Postpaid,RT40,St. Ann,46023,20985.6
Postpaid,RT40,St. Ann,46054,18135.6
Postpaid,RT40,St. Ann,46082,22797.6
Postpaid,RT40,St. James,46023,51962.4
Postpaid,RT40,St. James,46054,44308.8
Postpaid,RT40,St. James,46082,58384.8
Postpaid,RT40,Clarendon,46023,41708.4
Postpaid,RT40,Clarendon,46054,38346
Postpaid,RT40,Clarendon,46082,46326
Postpaid,RT40,St. Elizabeth,46023,24728.4
Postpaid,RT40,St. Elizabeth,46054,24697.2
Postpaid,RT40,St. Elizabeth,46082,27866.4
Postpaid,RT40,Portmore,46023,57399.6
Postpaid,RT40,Portmore,46054,50443.2
Postpaid,RT40,Portmore,46082,57282
Postpaid,RT40,KSAN,46023,37285.6
Postpaid,RT40,KSAN,46054,32720
Postpaid,RT40,KSAN,46082,36104
Postpaid,RT40,St. James,46023,43246.8
Postpaid,RT40,St. James,46054,39646.8
Postpaid,RT40,St. James,46082,48864
Postpaid,RT40,Manchester,46023,26499.6
Postpaid,RT40,Manchester,46054,24994.8
Postpaid,RT40,Manchester,46082,28011.6
Postpaid,RT40,St. Ann,46023,33415.2
Postpaid,RT40,St. Ann,46054,28815.2
Postpaid,RT40,St. Ann,46082,34129.6
Postpaid,RT40,St. Catherine,46023,34472.8
Postpaid,RT40,St. Catherine,46054,28724
Postpaid,RT40,St. Catherine,46082,30124
Postpaid,RT40,KSAN,46023,27818.4
Postpaid,RT40,KSAN,46054,25844
Postpaid,RT40,KSAN,46082,30080.8
Postpaid,RT40,St. Catherine,46023,45734.4
Postpaid,RT40,St. Catherine,46054,42600
Postpaid,RT40,St. Catherine,46082,48139.2
Postpaid,RT40,KSAS,46023,11197.77
Postpaid,RT40,KSAS,46054,11338.16
Postpaid,RT40,KSAS,46082,11840.91
Postpaid,RT40,St. Catherine,46023,37398.4
Postpaid,RT40,St. Catherine,46054,33799.2
Postpaid,RT40,St. Catherine,46082,37906.4
Postpaid,RT40,Portland,46023,27968.4
Postpaid,RT40,Portland,46054,25070.4
Postpaid,RT40,Portland,46082,26450.4
Postpaid,RT40,KSAN,46023,13325.6
Postpaid,RT40,KSAN,46054,12576.8
Postpaid,RT40,KSAN,46082,14637.6
Postpaid,RT40,St. Mary,46023,13638.4
Postpaid,RT40,St. Mary,46054,11609.6
Postpaid,RT40,St. Mary,46082,13160
Postpaid,RT40,St. Ann,46023,51753.6
Postpaid,RT40,St. Ann,46054,45108
