Source,Rate category,Updated Parish,Month,Sum of Budget
Postpaid,RT40,St. James,46054,1052.8
Postpaid,RT40,St. James,46082,1234.4
Postpaid,RT40,St. James,46023,9724.8
Postpaid,RT40,St. James,46054,7332.8
Postpaid,RT40,St. James,46082,10601.6
Postpaid,RT40,KSAN,46023,11219.2
Postpaid,RT40,KSAN,46054,10195.2
Postpaid,RT40,KSAN,46082,11670.4
Postpaid,RT40,St. Ann,46023,8483.2
Postpaid,RT40,St. Ann,46054,7515.2
Postpaid,RT40,St. Ann,46082,9052.8
Postpaid,RT40,St. James,46023,17710.4
Postpaid,RT40,St. James,46054,13481.6
Postpaid,RT40,St. James,46082,17435.2
Postpaid,RT40,St. James,46023,16497.2
Postpaid,RT40,St. James,46054,14271.2
Postpaid,RT40,St. James,46082,15987.6
Postpaid,RT40,St. Ann,46023,4385.6
Postpaid,RT40,St. Ann,46054,4550.8
Postpaid,RT40,St. Ann,46082,5297.2
Postpaid,RT40,KSAS,46023,5731.2
Postpaid,RT40,KSAS,46054,5490
Postpaid,RT40,KSAS,46082,7388.4
Postpaid,RT40,KSAS,46023,5271.6
Postpaid,RT40,KSAS,46054,5095.2
Postpaid,RT40,KSAS,46082,6262.8
Postpaid,RT40,KSAN,46023,10740.8
Postpaid,RT40,KSAN,46054,10224
Postpaid,RT40,KSAN,46082,13929.6
Postpaid,RT40,KSAN,46023,47567.6
Postpaid,RT40,KSAN,46054,40809.2
Postpaid,RT40,KSAN,46082,48874.8
Postpaid,RT40,KSAN,46023,21094.4
Postpaid,RT40,KSAN,46054,17995.2
Postpaid,RT40,KSAN,46082,21824
Postpaid,RT40,KSAN,46023,14210
Postpaid,RT40,KSAN,46054,10838.4
Postpaid,RT40,KSAN,46082,13760
Postpaid,RT40,Westmoreland,46023,7125.6
Postpaid,RT40,Westmoreland,46054,7382.4
Postpaid,RT40,Westmoreland,46082,7935.6
Postpaid,RT40,St. James,46023,32220.4
Postpaid,RT40,St. James,46054,30437.6
Postpaid,RT40,St. James,46082,35366
Postpaid,RT40,St. James,46023,2972.8
Postpaid,RT40,St. James,46054,2933.6
Postpaid,RT40,St. James,46082,3326.4
Postpaid,RT40,St. James,46023,6980.8
Postpaid,RT40,St. James,46054,6305.6
Postpaid,RT40,St. James,46082,8830.4
Postpaid,RT40,KSAN,46023,6276
Postpaid,RT40,KSAN,46054,5947.2
Postpaid,RT40,KSAN,46082,7212
Postpaid,RT40,St. James,46023,10492.8
Postpaid,RT40,St. James,46054,8846.4
Postpaid,RT40,St. James,46082,10748
Postpaid,RT40,St. Mary,46023,3702.63
Postpaid,RT40,St. Mary,46054,3327.89
Postpaid,RT40,St. Mary,46082,4125.81
Postpaid,RT40,Hanover,46023,2297.6
Postpaid,RT40,Hanover,46054,1985.6
Postpaid,RT40,Hanover,46082,3401.6
Postpaid,RT40,St. James,46023,143864
Postpaid,RT40,St. James,46054,142428
Postpaid,RT40,St. James,46082,162558
Postpaid,RT40,St. Ann,46023,9575.2
Postpaid,RT40,St. Ann,46054,8304
Postpaid,RT40,St. Ann,46082,10014.4
Postpaid,RT40,St. James,46023,209969.6
Postpaid,RT40,St. James,46054,182931.2
Postpaid,RT40,St. James,46082,218758.4
Postpaid,RT40,KSAN,46023,155155.2
Postpaid,RT40,KSAN,46054,142796.8
Postpaid,RT40,KSAN,46082,167499.2
Postpaid,RT40,St. Thomas,46023,4078.62
Postpaid,RT40,St. Thomas,46054,3675.27
Postpaid,RT40,St. Thomas,46082,4314.01
Postpaid,RT40,KSAN,46023,5637.6
Postpaid,RT40,KSAN,46054,4284
Postpaid,RT40,KSAN,46082,4577.6
Postpaid,RT40,Westmoreland,46023,44904.8
Postpaid,RT40,Westmoreland,46054,39577.6
Postpaid,RT40,Westmoreland,46082,46039.2
Postpaid,RT40,Portland,46023,5118
Postpaid,RT40,Portland,46054,4218
Postpaid,RT40,Portland,46082,12123
Postpaid,RT40,St. James,46023,23406
Postpaid,RT40,St. James,46054,21668.4
Postpaid,RT40,St. James,46082,25904.4
Postpaid,RT40,Westmoreland,46023,19046
Postpaid,RT40,Westmoreland,46054,15641.2
Postpaid,RT40,Westmoreland,46082,18666.8
Postpaid,RT40,St. James,46023,29626
Postpaid,RT40,St. James,46054,27628
Postpaid,RT40,St. James,46082,32714
Postpaid,RT40,Manchester,46023,15294.4
Postpaid,RT40,Manchester,46054,57467.2
Postpaid,RT40,Manchester,46082,68861.2
Postpaid,RT40,St. Catherine,46023,27256
Postpaid,RT40,St. Catherine,46054,23800
Postpaid,RT40,St. Catherine,46082,28224
Postpaid,RT40,St. Catherine,46023,387560
Postpaid,RT40,St. Catherine,46054,384260
Postpaid,RT40,St. Catherine,46082,471196
Postpaid,RT40,St. Catherine,46023,79352
Postpaid,RT40,St. Catherine,46054,78112
Postpaid,RT40,St. Catherine,46082,96640
Postpaid,RT40,KSAN,46023,2629.2
Postpaid,RT40,KSAN,46054,2626.8
Postpaid,RT40,KSAN,46082,2722.4
Postpaid,RT40,St. James,46023,26402.4
Postpaid,RT40,St. James,46054,23846.4
Postpaid,RT40,St. James,46082,26402.4
Postpaid,RT40,KSAN,46023,32449.6
Postpaid,RT40,KSAN,46054,31762.4
Postpaid,RT40,KSAN,46082,39176
Postpaid,RT40,KSAN,46023,29550
Postpaid,RT40,KSAN,46054,34896
Postpaid,RT40,KSAN,46082,41898
Postpaid,RT40,St. Ann,46023,56220
Postpaid,RT40,St. Ann,46054,44668.8
Postpaid,RT40,St. Ann,46082,50289.6
Postpaid,RT40,KSAN,46023,9756
Postpaid,RT40,KSAN,46054,13989.6
Postpaid,RT40,KSAN,46082,16092
Postpaid,RT40,KSAS,46023,17848
Postpaid,RT40,KSAS,46054,19267.2
Postpaid,RT40,KSAS,46082,23153.6
Postpaid,RT40,St. James,46023,3948
Postpaid,RT40,St. James,46054,9234.4
Postpaid,RT40,St. James,46082,9566.4
Postpaid,RT40,KSAN,46023,21533.6
Postpaid,RT40,KSAN,46054,19740.8
Postpaid,RT40,KSAN,46082,21064.8
Postpaid,RT40,KSAS,46023,82988
Postpaid,RT40,KSAS,46054,77396
Postpaid,RT40,KSAS,46082,87496
Postpaid,RT40,KSAS,46023,81348
Postpaid,RT40,KSAS,46054,69708
Postpaid,RT40,KSAS,46082,90426
Postpaid,RT40,St. Elizabeth,46023,20446.4
Postpaid,RT40,St. Elizabeth,46054,19248
Postpaid,RT40,St. Elizabeth,46082,24817.6
Postpaid,RT40,KSAS,46023,13675.2
Postpaid,RT40,KSAS,46054,9906
Postpaid,RT40,KSAS,46082,11638.8
Postpaid,RT40,KSAS,46023,452.87
Postpaid,RT40,KSAS,46054,413.48
Postpaid,RT40,KSAS,46082,453.03
Postpaid,RT40,St. Mary,46023,3454.4
Postpaid,RT40,St. Mary,46054,3100.8
Postpaid,RT40,St. Mary,46082,4311.2
Postpaid,RT40,St. James,46023,13930.8
Postpaid,RT40,St. James,46054,10693.2
Postpaid,RT40,St. James,46082,15883.2
Postpaid,RT40,Clarendon,46023,32767.6
Postpaid,RT40,Clarendon,46054,27155.2
Postpaid,RT40,Clarendon,46082,20978.8
Postpaid,RT40,Clarendon,46023,11703.2
Postpaid,RT40,Clarendon,46054,18242.4
Postpaid,RT40,Clarendon,46082,27867.2
Postpaid,RT40,St. Catherine,46023,3540
Postpaid,RT40,St. Catherine,46054,2690.4
Postpaid,RT40,St. Catherine,46082,3055.6
Postpaid,RT40,St. James,46023,0
Postpaid,RT40,St. James,46054,0
Postpaid,RT40,St. James,46082,636.8
Postpaid,RT40,St. James,46023,11808
Postpaid,RT40,St. James,46054,5649.6
Postpaid,RT40,St. James,46082,2006.4
Postpaid,RT40,KSAS,46023,36874.8
Postpaid,RT40,KSAS,46054,37026
Postpaid,RT40,KSAS,46082,42588
Postpaid,RT40,Westmoreland,46023,4548.8
Postpaid,RT40,Westmoreland,46054,7588.8
Postpaid,RT40,Westmoreland,46082,8288
Postpaid,RT40,KSAN,46023,1563.2
Postpaid,RT40,KSAN,46054,2483.2
Postpaid,RT40,KSAN,46082,2364
Postpaid,RT40,St. James,46023,8254.8
Postpaid,RT40,St. James,46054,6992.8
Postpaid,RT40,St. James,46082,7469.2
Postpaid,RT40,KSAN,46023,6388.4
Postpaid,RT40,KSAN,46054,7376
Postpaid,RT40,KSAN,46082,8626.4
Postpaid,RT40,Portmore,46023,13645.96
Postpaid,RT40,Portmore,46054,12516.67
Postpaid,RT40,Portmore,46082,15260.89
Postpaid,RT40,Manchester,46023,8136.82
Postpaid,RT40,Manchester,46054,7565.33
Postpaid,RT40,Manchester,46082,7747.2
Postpaid,RT40,St. Catherine,46023,5348.06
Postpaid,RT40,St. Catherine,46054,4809.38
Postpaid,RT40,St. Catherine,46082,5590.1
Postpaid,RT40,KSAS,46023,7976.2
Postpaid,RT40,KSAS,46054,8105.93
Postpaid,RT40,KSAS,46082,10699.9
Postpaid,RT40,St. James,46023,8012.67
Postpaid,RT40,St. James,46054,6944.12
Postpaid,RT40,St. James,46082,7891.97
Postpaid,RT40,KSAN,46023,19916
Postpaid,RT40,KSAN,46054,18723.2
Postpaid,RT40,KSAN,46082,22789.6
Postpaid,RT40,St. Elizabeth,46023,6435.83
Postpaid,RT40,St. Elizabeth,46054,5838.49
Postpaid,RT40,St. Elizabeth,46082,6326.16
Postpaid,RT40,Manchester,46023,5540.88
Postpaid,RT40,Manchester,46054,5651.06
Postpaid,RT40,Manchester,46082,5637.17
Postpaid,RT40,Clarendon,46023,7745.32
Postpaid,RT40,Clarendon,46054,7476.55
Postpaid,RT40,Clarendon,46082,8713.99
Postpaid,RT40,Westmoreland,46023,6041.2
Postpaid,RT40,Westmoreland,46054,5636.4
Postpaid,RT40,Westmoreland,46082,5930.8
Postpaid,RT40,St. Catherine,46023,7681.5
Postpaid,RT40,St. Catherine,46054,7312.85
Postpaid,RT40,St. Catherine,46082,9141.58
Postpaid,RT40,St. Catherine,46023,46037.6
Postpaid,RT40,St. Catherine,46054,43434.4
Postpaid,RT40,St. Catherine,46082,47180.8
Postpaid,RT40,Clarendon,46023,21903.6
Postpaid,RT40,Clarendon,46054,19146
Postpaid,RT40,Clarendon,46082,22167.6
Postpaid,RT40,St. Catherine,46023,19257.2
Postpaid,RT40,St. Catherine,46054,15852
Postpaid,RT40,St. Catherine,46082,18616.4
Postpaid,RT40,KSAN,46023,5925.2
Postpaid,RT40,KSAN,46054,6650.4
Postpaid,RT40,KSAN,46082,7889.6
Postpaid,RT40,KSAN,46023,11536.8
Postpaid,RT40,KSAN,46054,10937.6
Postpaid,RT40,KSAN,46082,13593.6
Postpaid,RT40,KSAN,46023,13045.2
Postpaid,RT40,KSAN,46054,14326.8
Postpaid,RT40,KSAN,46082,14888.4
Postpaid,RT40,Westmoreland,46023,220720
Postpaid,RT40,Westmoreland,46054,164440
Postpaid,RT40,Westmoreland,46082,240284
Postpaid,RT40,St. James,46023,1457.6
Postpaid,RT40,St. James,46054,1203.2
Postpaid,RT40,St. James,46082,556.8
Postpaid,RT40,St. James,46023,224
Postpaid,RT40,St. James,46054,-211.2
Postpaid,RT40,St. James,46082,309.6
Postpaid,RT40,St. James,46023,19980
Postpaid,RT40,St. James,46054,18600
Postpaid,RT40,St. James,46082,20472
Postpaid,RT40,St. Elizabeth,46023,2238.4
Postpaid,RT40,St. Elizabeth,46054,2755.2
Postpaid,RT40,St. Elizabeth,46082,5414.4
Postpaid,RT40,St. James,46023,0
Postpaid,RT40,St. James,46054,0
Postpaid,RT40,St. James,46082,12104
Postpaid,RT40,Clarendon,46023,17470.4
Postpaid,RT40,Clarendon,46054,11317.6
Postpaid,RT40,Clarendon,46082,14245.6
Postpaid,RT40,St. Catherine,46023,2880.8
Postpaid,RT40,St. Catherine,46054,2495.2
Postpaid,RT40,St. Catherine,46082,2680
Postpaid,RT40,KSAS,46023,8211.2
Postpaid,RT40,KSAS,46054,8879.6
Postpaid,RT40,KSAS,46082,12507.2
Postpaid,RT40,KSAN,46023,2528.6
Postpaid,RT40,KSAN,46054,2391.16
Postpaid,RT40,KSAN,46082,2705.52
Postpaid,RT40,KSAN,46023,3717.6
Postpaid,RT40,KSAN,46054,3925.6
Postpaid,RT40,KSAN,46082,4659.2
Postpaid,RT40,KSAN,46023,10472.8
Postpaid,RT40,KSAN,46054,10056
Postpaid,RT40,KSAN,46082,13077.6
Postpaid,RT40,Clarendon,46023,6753.6
Postpaid,RT40,Clarendon,46054,5702.4
Postpaid,RT40,Clarendon,46082,6671.6
Postpaid,RT40,KSAN,46023,14972.8
Postpaid,RT40,KSAN,46054,11775.2
Postpaid,RT40,KSAN,46082,14003.2
Postpaid,RT40,Westmoreland,46023,25166.4
Postpaid,RT40,Westmoreland,46054,23156
Postpaid,RT40,Westmoreland,46082,26276
Postpaid,RT40,St. Ann,46023,3548
Postpaid,RT40,St. Ann,46054,3010.4
Postpaid,RT40,St. Ann,46082,3429.6
Postpaid,RT40,Manchester,46023,6759.6
Postpaid,RT40,Manchester,46054,5684.4
Postpaid,RT40,Manchester,46082,5670
Postpaid,RT40,KSAN,46023,32227.2
Postpaid,RT40,KSAN,46054,29967.2
Postpaid,RT40,KSAN,46082,33268
Postpaid,RT40,KSAS,46023,45225.6
Postpaid,RT40,KSAS,46054,46945.6
Postpaid,RT40,KSAS,46082,55672
Postpaid,RT40,Trelawny,46023,0
Postpaid,RT40,Trelawny,46054,0
Postpaid,RT40,Trelawny,46082,0
Postpaid,RT40,Hanover,46023,12303.2
Postpaid,RT40,Hanover,46054,9484.8
Postpaid,RT40,Hanover,46082,11645.6
Postpaid,RT40,KSAN,46023,6787.2
Postpaid,RT40,KSAN,46054,6717.2
Postpaid,RT40,KSAN,46082,6691.2
Postpaid,RT40,St. Catherine,46023,32607
Postpaid,RT40,St. Catherine,46054,37887
Postpaid,RT40,St. Catherine,46082,35640
Postpaid,RT40,St. Catherine,46023,23874.4
Postpaid,RT40,St. Catherine,46054,21688.8
Postpaid,RT40,St. Catherine,46082,25146.4
Postpaid,RT40,Portmore,46023,96930
Postpaid,RT40,Portmore,46054,113655
Postpaid,RT40,Portmore,46082,129732
Postpaid,RT40,St. James,46023,0
Postpaid,RT40,St. James,46054,2860
Postpaid,RT40,Manchester,46023,113198.4
Postpaid,RT40,Manchester,46054,108334.4
Postpaid,RT40,Manchester,46082,120761.6
Postpaid,RT40,St. Catherine,46023,62334
Postpaid,RT40,St. Catherine,46054,75549.6
Postpaid,RT40,St. Catherine,46082,82736.4
Postpaid,RT40,St. Catherine,46023,22392.8
Postpaid,RT40,St. Catherine,46054,20652
Postpaid,RT40,St. Catherine,46082,24171.2
Postpaid,RT40,KSAS,46023,206304
Postpaid,RT40,KSAS,46054,219072
Postpaid,RT40,KSAS,46082,240120
Postpaid,RT40,Portland,46023,4025.97
Postpaid,RT40,Portland,46054,3904.13
Postpaid,RT40,Portland,46082,3748.27
Postpaid,RT40,KSAN,46023,2610.4
Postpaid,RT40,KSAN,46054,2514.4
Postpaid,RT40,KSAN,46082,2772
Postpaid,RT40,St. Catherine,46023,7569.6
Postpaid,RT40,St. Catherine,46054,12608
Postpaid,RT40,St. Catherine,46082,22911.2
Postpaid,RT40,Westmoreland,46023,5429.6
Postpaid,RT40,Westmoreland,46054,2532.8
Postpaid,RT40,Westmoreland,46082,7385.6
Postpaid,RT40,KSAN,46023,157929.6
Postpaid,RT40,KSAN,46054,149680
Postpaid,RT40,KSAN,46082,167150.4
Postpaid,RT40,KSAS,46023,34081.2
Postpaid,RT40,KSAS,46054,0
Postpaid,RT40,KSAN,46023,20136
Postpaid,RT40,KSAN,46054,15014.4
Postpaid,RT40,KSAN,46082,18678.4
Postpaid,RT40,KSAS,46023,13836
Postpaid,RT40,KSAS,46054,23458.8
Postpaid,RT40,KSAS,46082,24892.4
Postpaid,RT40,St. Ann,46023,9820
Postpaid,RT40,St. Ann,46054,9735.2
Postpaid,RT40,St. Ann,46082,12252.8
Postpaid,RT40,Manchester,46023,9220
Postpaid,RT40,Manchester,46054,8502.4
Postpaid,RT40,Manchester,46082,10083.6
Postpaid,RT40,KSAN,46023,78744
Postpaid,RT40,KSAN,46054,76176
Postpaid,RT40,KSAN,46082,86196
Postpaid,RT40,KSAN,46023,9480
Postpaid,RT40,KSAN,46054,8352
Postpaid,RT40,KSAN,46082,9642.4
Postpaid,RT40,KSAN,46023,4328.4
Postpaid,RT40,KSAN,46054,4038.4
Postpaid,RT40,KSAN,46082,5053.6
Postpaid,RT40,Portmore,46023,5103.2
Postpaid,RT40,Portmore,46054,5091.2
Postpaid,RT40,Portmore,46082,5997.6
Postpaid,RT40,St. Catherine,46023,6375.2
Postpaid,RT40,St. Catherine,46054,5969.6
Postpaid,RT40,St. Catherine,46082,6918.8
Postpaid,RT40,KSAS,46023,35822
Postpaid,RT40,KSAS,46054,36879.6
Postpaid,RT40,KSAS,46082,39111.2
Postpaid,RT40,Clarendon,46023,24972.8
Postpaid,RT40,Clarendon,46054,21747.2
Postpaid,RT40,Clarendon,46082,24956.8
Postpaid,RT40,Portmore,46023,62635.2
Postpaid,RT40,Portmore,46054,61512
Postpaid,RT40,Portmore,46082,70676.4
Postpaid,RT40,St. James,46023,29681.6
Postpaid,RT40,St. James,46054,25502.4
Postpaid,RT40,St. James,46082,30427.2
Postpaid,RT40,Manchester,46023,64743.6
Postpaid,RT40,Manchester,46054,60109.2
Postpaid,RT40,Manchester,46082,68535.6
Postpaid,RT40,Westmoreland,46023,49994.4
Postpaid,RT40,Westmoreland,46054,40511.2
Postpaid,RT40,Westmoreland,46082,52538.4
Postpaid,RT40,St. James,46023,110320
Postpaid,RT40,St. James,46054,95594
Postpaid,RT40,St. James,46082,112802
Postpaid,RT40,Westmoreland,46023,28904.8
Postpaid,RT40,Westmoreland,46054,23764.8
Postpaid,RT40,Westmoreland,46082,16372.8
Postpaid,RT40,St. James,46082,0
Postpaid,RT40,St. James,46023,130065.6
Postpaid,RT40,St. James,46054,115286.4
Postpaid,RT40,St. James,46082,133022.4
Postpaid,RT40,St. Catherine,46023,1218.8
Postpaid,RT40,St. Catherine,46054,1174.8
Postpaid,RT40,St. Catherine,46082,1332.4
Postpaid,RT40,St. Catherine,46023,5636.8
Postpaid,RT40,St. Catherine,46054,10093.2
Postpaid,RT40,St. Catherine,46082,6358
Postpaid,RT40,KSAN,46023,6050.2
Postpaid,RT40,KSAN,46054,5688.85
Postpaid,RT40,KSAN,46082,6814.64
Postpaid,RT40,Clarendon,46023,15073.2
Postpaid,RT40,Clarendon,46054,13742.8
Postpaid,RT40,Clarendon,46082,15643.6
Postpaid,RT40,KSAS,46023,53972.8
Postpaid,RT40,KSAS,46054,46507.2
Postpaid,RT40,KSAS,46082,52728
Postpaid,RT40,KSAS,46023,25179.2
Postpaid,RT40,KSAS,46054,23570
Postpaid,RT40,KSAS,46082,26304.8
Postpaid,RT40,KSAS,46023,46153.6
Postpaid,RT40,KSAS,46054,43628
Postpaid,RT40,KSAS,46082,50035.2
Postpaid,RT40,KSAS,46023,7109.2
Postpaid,RT40,KSAS,46054,6352.8
Postpaid,RT40,KSAS,46082,7399.2
Postpaid,RT40,St. Catherine,46023,21520
Postpaid,RT40,St. Catherine,46054,19750.4
Postpaid,RT40,St. Catherine,46082,23700
Postpaid,RT40,St. Catherine,46082,0
Postpaid,RT40,St. Catherine,46023,1093.03
Postpaid,RT40,St. Catherine,46054,901.65
Postpaid,RT40,St. Catherine,46082,1116.84
Postpaid,RT40,KSAS,46023,138194.4
Postpaid,RT40,KSAS,46054,128656
Postpaid,RT40,KSAS,46082,145777.6
Postpaid,RT40,St. Catherine,46023,388676.8
Postpaid,RT40,St. Catherine,46054,364065.6
Postpaid,RT40,St. Catherine,46082,404080
Postpaid,RT40,St. Catherine,46023,278156.8
Postpaid,RT40,St. Catherine,46054,262305.6
Postpaid,RT40,St. Catherine,46082,305270.4
Postpaid,RT40,KSAS,46023,479308
Postpaid,RT40,KSAS,46054,447416
Postpaid,RT40,KSAS,46082,512680
Postpaid,RT40,St. Ann,46023,6653.6
Postpaid,RT40,St. Ann,46054,5815.2
Postpaid,RT40,St. Ann,46082,6689.6
Postpaid,RT40,St. James,46023,98587.2
Postpaid,RT40,St. James,46054,90098.4
Postpaid,RT40,St. James,46082,105230.4
Postpaid,RT40,Portmore,46023,11838
Postpaid,RT40,Portmore,46054,10497.6
Postpaid,RT40,Portmore,46082,60950.64
Postpaid,RT40,KSAS,46023,11378.4
Postpaid,RT40,KSAS,46054,15399.2
Postpaid,RT40,KSAS,46082,12786.4
Postpaid,RT40,St. Catherine,46023,7256
Postpaid,RT40,St. Catherine,46054,7454.4
Postpaid,RT40,St. Catherine,46082,8913.6
Postpaid,RT40,KSAS,46023,25958.4
Postpaid,RT40,KSAS,46054,37281.6
Postpaid,RT40,KSAS,46082,39480
Postpaid,RT40,KSAS,46023,1452.8
Postpaid,RT40,KSAS,46054,1655.6
Postpaid,RT40,KSAS,46082,1842.4
Postpaid,RT40,KSAS,46023,23656
Postpaid,RT40,KSAS,46054,29992
Postpaid,RT40,KSAS,46082,26209.6
Postpaid,RT40,KSAN,46023,5038
Postpaid,RT40,KSAN,46054,4714.4
Postpaid,RT40,KSAN,46082,5773.2
Postpaid,RT40,St. Ann,46023,8515.1
Postpaid,RT40,St. Ann,46054,7805.82
Postpaid,RT40,St. Ann,46082,9103.3
Postpaid,RT40,KSAS,46023,50795.2
Postpaid,RT40,KSAS,46054,72621.6
Postpaid,RT40,KSAS,46082,57897.6
Postpaid,RT40,KSAS,46023,37662.4
Postpaid,RT40,KSAS,46054,36934.4
Postpaid,RT40,KSAS,46082,37625.6
Postpaid,RT40,KSAN,46023,153224
Postpaid,RT40,KSAN,46054,145354
Postpaid,RT40,KSAN,46082,167376
Postpaid,RT40,KSAS,46023,51732
Postpaid,RT40,KSAS,46054,46743.6
Postpaid,RT40,KSAS,46082,54430.8
Postpaid,RT40,KSAN,46023,95904.8
Postpaid,RT40,KSAN,46054,91189.6
Postpaid,RT40,KSAN,46082,98971.2
Postpaid,RT40,KSAS,46023,557.07
Postpaid,RT40,KSAS,46054,602.96
Postpaid,RT40,KSAS,46082,630.22
Postpaid,RT40,KSAN,46023,7044
Postpaid,RT40,KSAN,46054,6405.6
Postpaid,RT40,KSAN,46082,7660.8
Postpaid,RT40,KSAN,46023,6603.2
Postpaid,RT40,KSAN,46054,6925.6
Postpaid,RT40,KSAN,46082,8750.4
Postpaid,RT40,KSAS,46023,1500
Postpaid,RT40,KSAS,46054,1621.6
Postpaid,RT40,KSAS,46082,1740
Postpaid,RT40,St. James,46023,1652.8
Postpaid,RT40,St. James,46054,1871.2
Postpaid,RT40,St. James,46082,2029.6
Postpaid,RT40,KSAN,46023,83154
Postpaid,RT40,KSAN,46054,76250.4
Postpaid,RT40,KSAN,46082,85987.2
Postpaid,RT40,KSAN,46023,9459.6
Postpaid,RT40,KSAN,46054,9081.2
Postpaid,RT40,KSAN,46082,10658.4
Postpaid,RT40,KSAS,46023,41180
Postpaid,RT40,KSAS,46054,36600
Postpaid,RT40,KSAS,46082,46516
Postpaid,RT40,St. Ann,46023,37246.4
Postpaid,RT40,St. Ann,46054,34819.2
Postpaid,RT40,St. Ann,46082,39297.6
Postpaid,RT40,KSAN,46023,27773.6
Postpaid,RT40,KSAN,46054,30092
Postpaid,RT40,KSAN,46082,33606.4
Postpaid,RT40,KSAN,46023,0
Postpaid,RT40,KSAN,46054,0
Postpaid,RT40,KSAN,46082,310.97
Postpaid,RT40,KSAN,46023,46713.6
Postpaid,RT40,KSAN,46054,46258.4
Postpaid,RT40,KSAN,46082,48626.4
Postpaid,RT40,St. Ann,46023,24191.2
Postpaid,RT40,St. Ann,46054,21566.4
Postpaid,RT40,St. Ann,46082,26278.4
Postpaid,RT40,Westmoreland,46023,0
Postpaid,RT40,Westmoreland,46054,0
Postpaid,RT40,Westmoreland,46082,29817.6
Postpaid,RT40,KSAS,46023,5710
Postpaid,RT40,KSAS,46054,7805.6
Postpaid,RT40,KSAS,46082,9477.6
Postpaid,RT40,KSAN,46023,64301.6
Postpaid,RT40,KSAN,46054,61300.8
Postpaid,RT40,KSAN,46082,72072.8
Postpaid,RT40,Westmoreland,46023,12222.4
Postpaid,RT40,Westmoreland,46054,11729.6
Postpaid,RT40,Westmoreland,46082,13614.4
Postpaid,RT40,Portland,46023,1313.6
Postpaid,RT40,Portland,46054,1316.8
Postpaid,RT40,Portland,46082,2120
Postpaid,RT40,St. Catherine,46023,17949.6
Postpaid,RT40,St. Catherine,46054,17367.2
Postpaid,RT40,St. Catherine,46082,16396
Postpaid,RT40,KSAN,46023,14382.4
Postpaid,RT40,KSAN,46054,13734.4
Postpaid,RT40,KSAN,46082,16542.4
Postpaid,RT40,St. Ann,46023,4067.1
Postpaid,RT40,St. Ann,46054,3411.28
Postpaid,RT40,St. Ann,46082,4861.89
Postpaid,RT40,KSAN,46023,10352.8
Postpaid,RT40,KSAN,46054,10062
Postpaid,RT40,KSAN,46082,11738
Postpaid,RT40,KSAN,46023,12856.61
Postpaid,RT40,KSAN,46054,11788.6
Postpaid,RT40,KSAN,46082,12366.9
Postpaid,RT40,KSAN,46023,9988.11
Postpaid,RT40,KSAN,46054,8996.82
Postpaid,RT40,KSAN,46082,10136.1
Postpaid,RT40,KSAN,46023,8570.53
Postpaid,RT40,KSAN,46054,7978.1
Postpaid,RT40,KSAN,46082,9466.22
Postpaid,RT40,KSAN,46023,13074.4
Postpaid,RT40,KSAN,46054,11809.85
Postpaid,RT40,KSAN,46082,13284.46
Postpaid,RT40,Westmoreland,46023,12387.6
Postpaid,RT40,Westmoreland,46054,8526
Postpaid,RT40,Westmoreland,46082,11425.2
Postpaid,RT40,St. James,46023,12622.4
Postpaid,RT40,St. James,46054,11484
Postpaid,RT40,St. James,46082,14052
Postpaid,RT40,St. Catherine,46023,12653.6
Postpaid,RT40,St. Catherine,46054,11753.6
Postpaid,RT40,St. Catherine,46082,13349.2
Postpaid,RT40,KSAS,46023,17701.6
Postpaid,RT40,KSAS,46054,16645.6
Postpaid,RT40,KSAS,46082,17991.2
Postpaid,RT40,St. James,46023,1280
Postpaid,RT40,St. James,46054,617.2
Postpaid,RT40,St. James,46082,2044
Postpaid,RT40,St. Catherine,46023,34593.6
Postpaid,RT40,St. Catherine,46054,31773.6
Postpaid,RT40,St. Catherine,46082,43306.8
Postpaid,RT40,Portmore,46023,545.6
Postpaid,RT40,Portmore,46054,398.4
Postpaid,RT40,Portmore,46082,410.4
Postpaid,RT40,KSAN,46023,0
Postpaid,RT40,KSAN,46054,0
Postpaid,RT40,KSAN,46082,488.4
Postpaid,RT40,St. James,46023,5584.8
Postpaid,RT40,St. James,46054,5044
Postpaid,RT40,St. James,46082,5584.8
Postpaid,RT40,St. James,46023,43296
Postpaid,RT40,St. James,46054,47884.8
Postpaid,RT40,St. James,46082,69369.6
Postpaid,RT40,KSAN,46023,8845.2
Postpaid,RT40,KSAN,46054,7890
Postpaid,RT40,KSAN,46082,6828
Postpaid,RT40,Portmore,46023,9303.6
Postpaid,RT40,Portmore,46054,9205.6
Postpaid,RT40,Portmore,46082,11469.2
Postpaid,RT40,Portland,46023,12336
Postpaid,RT40,Portland,46054,7454.4
Postpaid,RT40,Portland,46082,8638.4
Postpaid,RT40,St. Catherine,46023,14939.2
Postpaid,RT40,St. Catherine,46054,15340.8
Postpaid,RT40,St. Catherine,46082,15972
Postpaid,RT40,St. Catherine,46023,5556.4
Postpaid,RT40,St. Catherine,46054,5442.8
Postpaid,RT40,St. Catherine,46082,6028
Postpaid,RT40,Portmore,46023,3293.2
Postpaid,RT40,Portmore,46054,4365.6
Postpaid,RT40,Portmore,46082,6625.2
Postpaid,RT40,Clarendon,46023,9766
Postpaid,RT40,Clarendon,46054,9315.2
